Name,Type,Attunement,Price,Source,,,,,,,,,,,,,,,,,,,,,
Serpent Rifle,Weapon (musket),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Galvanic Steelsnare,Weapon (net),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Knights Standard of Vigor,Weapon (pike),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Pike of the Iron Barricade,Weapon (pike),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Solacesteel Requiem,Weapon (pike),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Spirit Pike,Weapon (pike),Yes-Cleric,,GSB,,,,,,,,,,,,,,,,,,,,,
Night Hawk Slayer,Weapon (pistol or shortsword),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Amethyst Revolver,Weapon (pistol),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Twin Pistol of the Fuming Bull,Weapon (pistol),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Rift Sheath,Weapon (quarterstaff or shortsword),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Leeching Quarterstaff,Weapon (quarterstaff),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Quarterstaff of the Elk,Weapon (quarterstaff),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Stormstruck Staff,Weapon (quarterstaff),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Wyvernblade,Weapon (rapier or shortsword),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Cinnabar Rapier,Weapon (rapier),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Doorway Rapier,Weapon (rapier),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Lunar Rapier,Weapon (rapier),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Medzo's Blade,Weapon (rapier),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Mourningsteel Saber,Weapon (rapier),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Rapier of the Black,Weapon (rapier),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Relentless Stinger,Weapon (rapier),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Sharp Tongue,Weapon (rapier),Yes-Bard,,GSB,,,,,,,,,,,,,,,,,,,,,
String Blade,Weapon (rapier),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Beetle Blades,Weapon (scimitar),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Dream Saber,Weapon (scimitar),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Lightning Khopesh,Weapon (scimitar),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Mirrorlight Edge,Weapon (scimitar),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Scimitar of Flames,Weapon (scimitar),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Scimitar of the Swarm,Weapon (scimitar),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Spirit Sheath,Weapon (Scimitar),Yes-Wis 13,,GSB,,,,,,,,,,,,,,,,,,,,,
Urnblade,Weapon (scimitar),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Viper Khopesh,Weapon (scimitar),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Air Render,Weapon (shortbow),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Bow of Mind Thievery,Weapon (shortbow),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Bow of Tentacles,Weapon (shortbow),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Bow of the Eldritch Archer,Weapon (shortbow),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Splintershot,Weapon (shortbow),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Twin Heartstring Bow,Weapon (shortbow),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Wyrmshide Bow,Weapon (shortbow),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Martial Spatha,Weapon (shortsword),"Yes-Barbarian, Fighter, Monk, Rogue",,GSB,,,,,,,,,,,,,,,,,,,,,
Companion Sickles,Weapon (sickle),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Giant Captain's Hook,Weapon (sickle),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Magpie Kusarigama,Weapon (sickle),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Magpie Kusarigama,Weapon (sickle),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Sickle of Cunning,Weapon (sickle),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Sickle of the Golden Ibis,Weapon (sickle),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Sickle of the Sphinx,Weapon (sickle),Yes-Int 13,,GSB,,,,,,,,,,,,,,,,,,,,,
Storm Sickle,Weapon (sickle),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Pennypuncher Slingshot,Weapon (sling),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Sling of the Tiny Giant,Weapon (sling),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Blackthorn Spear of the Moonless Hunter,Weapon (spear),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Boneash Spear,Weapon (spear),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Failed Purity Spear,Weapon (spear),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Fulgurite Spear,Weapon (spear),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Peregrine Spear,Weapon (spear),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Sky Anchor,Weapon (spear),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Splintering Spear,Weapon (spear),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Splintering Spear,Weapon (spear),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Starmetal Shard Spear,Weapon (spear),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Steam Harpoon,Weapon (spear),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Wardancer's Spear,Weapon (spear),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Spellsword,Weapon (sword),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Bloodshard Trident,Weapon (trident),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Eldritch Bident,Weapon (trident),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Frost Giant Fork,Weapon (trident),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Tidesplitter,Weapon (trident),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Trident of the Hydra,Weapon (trident),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Trifrost Trident,Weapon (trident),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Trifrost Trident,Weapon (trident),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Direstone Dwarven Pick,Weapon (war pick),Yes-Dwarf,,GSB,,,,,,,,,,,,,,,,,,,,,
Fight Picker,Weapon (war pick),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Gorgon War Pick,Weapon (war pick),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Magma War Pick,Weapon (war pick),No,,GSB,,,,,,,,,,,,,,,,,,,,,
Shipwrecker,Weapon (war pick),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
War Pick of Backstabbing,Weapon (war pick),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Forgefire Hammer,Weapon (warhammer),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Warhammer of Eruptions,Weapon (warhammer),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Coldsnap,Weapon (whip),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Couatl Heralds Lash,Weapon (whip),Yes-Good Aligned,,GSB,,,,,,,,,,,,,,,,,,,,,
Jinxed Yarn,Weapon (whip),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Lash of the Spelldrinker,Weapon (whip),Yes-Spellcaster,,GSB,,,,,,,,,,,,,,,,,,,,,
Leeching Lash,Weapon (whip),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Scarlet Scourge,Weapon (whip),Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Abjurer's Ward,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Adventurer's Overcoat,Wondrous Item,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Alchemist's Firethrower,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Amulet of Divine Protection,Wondrous Item,"Yes-Cleric, Paladin",,GSB,,,,,,,,,,,,,,,,,,,,,
Amulet of Ideals,Wondrous Item,"Yes-Cleric, Paladin",,GSB,,,,,,,,,,,,,,,,,,,,,
Amulet of Immutability,Wondrous Item,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Amulet of Initiative,Wondrous Item,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Amulet of the Lycanthrope,Wondrous Item,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Amulet of the Sentinel,Wondrous Item,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Appraiser's Eye,Wondrous Item,Yes-Missing an Eye,,GSB,,,,,,,,,,,,,,,,,,,,,
Arcanist Gauntlets,Wondrous Item,Yes-Spellcaster,,GSB,,,,,,,,,,,,,,,,,,,,,
Arcanist's Belt of Resiliency,Wondrous Item,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Arcanist's Lens,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Ashen Bloom,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Astral Caltrops,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Avian Circlet,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Badge of the Selfless,Wondrous item,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Badge of the Wayfarer,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Bag of Magic Blocks,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Bandolier of the Elements,Wondrous Item,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Bangle of the Arcane Assassin,Wondrous Item,Yes-Spellcaster,,GSB,,,,,,,,,,,,,,,,,,,,,
Bangle of the Starlight Raven,Wondrous Item,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Barbed Bowstring,Wondrous item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Bartender's Armistice,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Bascos Handy Bangle,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Battle Dancer Garb,Wondrous Item,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Beads of Meditation,Wondrous Item,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Bell of Pspspsp,Wondrous Item,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Belt of Orion,Wondrous Item,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Belt of the Hell Hound,Wondrous Item,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Belt of the Raid Leader,Wondrous Item,"Yes-Orc, Half Orc",,GSB,,,,,,,,,,,,,,,,,,,,,
Bewitching Brush,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Black Pudding Power Bomb,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Blizzard Sphere,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Boots of the Yeti,Wondrous Item,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Bounder's Ball,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Bracelet of the Shattered Aegis,Wondrous Item,Yes-Spellcaster,,GSB,,,,,,,,,,,,,,,,,,,,,
Bracers of Nature's Grip,Wondrous Item,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Bracers of Sharpened Wit,Wondrous item,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Bracers of the Iron Octopus,Wondrous Item,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Bracers of the Sahuagin,Wondrous item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Brazier of Holy Flame,Wondrous Item,Yes-Cleric,,GSB,,,,,,,,,,,,,,,,,,,,,
Brooch of Many Sizes,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Candlecoven Censer,Wondrous Item,Yes-Spellcaster,,GSB,,,,,,,,,,,,,,,,,,,,,
Celestial Tome of Healing,Wondrous Item,Yes-Wizard,,GSB,,,,,,,,,,,,,,,,,,,,,
Censer Chime,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Cerberus Whistle,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Chain Devil Gloves,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Chimeric Collar,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Choker of Venomous Words,Wondrous item,"Yes-Bard, Cleric, Druid",,GSB,,,,,,,,,,,,,,,,,,,,,
Chromatic Obsidian Orb,Wondrous Item,Yes-Spellcaster,,GSB,,,,,,,,,,,,,,,,,,,,,
Clangor Helmet,Wondrous Item,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Claws of Ursine Fury,Wondrous Item,Yes-Barbarian,,GSB,,,,,,,,,,,,,,,,,,,,,
Cloak of Boundless Spirit,Wondrous Item,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Cloak of the Djinni,Wondrous Item,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Cloak of the Protector's Charge,Wondrous Item,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Clockwork Colony Toolbox,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Clockwork Healerbee,Wondrous Item,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Clockwork Spyder,Wondrous Item,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Clockwork Syrisquito,Wondrous Item,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Coldfire Anvil,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Conch of Water Communion,Wondrous item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Conspirator's Coat,Wondrous Item,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Cottage Chest,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Courier's Cap,Wondrous Item,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Cranial Cradle,Wondrous Item,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Crash and Burn,Wondrous Item,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Crown of the Mindmaster Matriarch,Wondrous Item,Yes-Wizard,,GSB,,,,,,,,,,,,,,,,,,,,,
Crystal Ball of Farsight,Wondrous Item,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Cube of Teleportation,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Dead Ringer,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Deathloop Watch,Wondrous Item,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Deck of Dragons,Wondrous Item,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Departed Helm,Wondrous Item,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Detective's Monocle,Wondrous Item,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Devil-Beating Brush,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Devil's Golden Fiddle,Wondrous Item,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Discharge Gauntlets,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Diviner's Dice,Wondrous Item,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Doom Bloom,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Draconic Powder Horn,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Dragon Snugglebeast,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Dragon Turtle Gumbo,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Dragonband,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Dragonscale Whetstone,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Dress of Defense,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Dryad's Key,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Dune Cowl,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Dwarven Boozehound's Backpack,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Eldritch Scarf,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Electric Gittern,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Emberlit Boots,Wondrous Item,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Encyclopedia Creature Obscura,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Espionage Deck,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Ethereal Zipper Charm,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Everglacier Prosthesis,Wondrous Item,Yes-Missing a Limb,,GSB,,,,,,,,,,,,,,,,,,,,,
Eye of Dendallen,Wondrous Item,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Faithful Hound's Toy,Wondrous Item,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Fang Keeper,Wondrous Item,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Ferrymans Take,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Festerwood Vizard,Wondrous Item,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Fey Wanderer's Cloak,Wondrous item,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Field Healers Pauldron,Wondrous Item,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Fire Dervish Cloak,Wondrous Item,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Foldable Pet,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Fool's Mantle,Wondrous Item,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Force Gauntlet,Wondrous Item,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Force Safe,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Frostfell Cloak,Wondrous Item,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Game Changer's Eye,Wondrous Item,Yes-Missing an Eye,,GSB,,,,,,,,,,,,,,,,,,,,,
Gauntlets of Eldritch Ferocity,Wondrous Item,Yes-Warlock,,GSB,,,,,,,,,,,,,,,,,,,,,
Gauntlets of Grace,Wondrous item,Yes-Paladin,,GSB,,,,,,,,,,,,,,,,,,,,,
Gauntlets of the Midnight Leopard,Wondrous Item,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Gauntlets of the Storm Sailor,Wondrous Item,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Gemini Mask,Wondrous Item,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Gi of Shifting Seasons,Wondrous Item,Yes-Monk,,GSB,,,,,,,,,,,,,,,,,,,,,
Gibberbox,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Gilded Ticket,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Glove of the Aegis,Wondrous Item,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Glove of the Grim Fandango,Wondrous Item,Yes-Bard,,GSB,,,,,,,,,,,,,,,,,,,,,
Gloves of Healing,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Gloves of the Deft Duelist,Wondrous item,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Gloves of the Gadgeteer,Wondrous item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Gloves of the Magpie,Wondrous Item,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Golem Sapper,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Gossiper's Ear Cuff,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Grave Lotus Seed (Rare),Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Grave Trodders,Wondrous Item,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Great Owl's Pocket Library,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Greaves of Dendallen,Wondrous Item,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Grimweaver's Shawl,Wondrous Item,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Guard of the Valkyrie,Wondrous Item,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Harp of Dragons,Wondrous Item,Yes-Bard,,GSB,,,,,,,,,,,,,,,,,,,,,
Hat of the Nimbus Mage,Wondrous Item,"Yes-Druid, Sorceror, Warlock, Wizard",,GSB,,,,,,,,,,,,,,,,,,,,,
Healer's Voice,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Heavenly Chalice,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Helm of Heroes,Wondrous Item,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Helm of the Headless,Wondrous Item,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Helm of the Minotaur,Wondrous item,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Helm of the Ram,Wondrous Item,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Hero's Goblet,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Hidey Horse,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Hoarder's Haul,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Hobbystead,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Homeroot,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Homeward Boots,Wondrous Item,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Horatio's Impossible Ship in a Bottle,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Horn of Verdance,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Hunter's Cup,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Immovable Cat,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Insatiable Tome,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Jar of Lightningflies,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Jotuns Jodhpurs,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Kinetic Bowstring,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Koi Regalia,Wondrous Item,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Lamp of Moonlight,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Lantern of the Frost Watch,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Lazar's Magic Eye,Wondrous Item,Yes-Missing An Eye,,GSB,,,,,,,,,,,,,,,,,,,,,
Life's Flower Restorative,Wondrous Item,Yes-Missing a Limb,,GSB,,,,,,,,,,,,,,,,,,,,,
Lightning-Catching Bottle,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Lightningcatcher Pauldron,Wondrous Item,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Lightscreen Hover Boots,Wondrous Item,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Lithic Stone Fruit,Wondrous item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Liulian's Hexsatchel,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Living Wig,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Lucky Horseshoes,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Lunar Compass,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Magecatcher Explosives,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Mageplate Cap,Wondrous Item,"Yes-Wizard, Sorcerer",,GSB,,,,,,,,,,,,,,,,,,,,,
Mantis Mitts,Wondrous Item,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Mantle of Adaptivity,Wondrous Item,Yes-Human,,GSB,,,,,,,,,,,,,,,,,,,,,
Mantle of Security,Wondrous Item,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Mantle of the Mammoth,Wondrous Item,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Mantle of the Pack Lord,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Marksman's Cloak,Wondrous Item,Yes-Ranger,,GSB,,,,,,,,,,,,,,,,,,,,,
Mask of the Hawk,Wondrous Item,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Medallion of Hypnosis,Wondrous Item,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Medusan Lavalier,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Monarch Mantle,Wondrous Item,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Monocle of Clarity,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Monstrous Mask,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Moonlit Veil Candles,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Moonstone Bracers,Wondrous Item,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Mosshide Troll Belt,Wondrous Item,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Mourningsteel Obol,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Mourningsteel War Banner,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Necrolace,Wondrous Item,Yes-Spellcaster,,GSB,,,,,,,,,,,,,,,,,,,,,
Necromancer's Lantern,Wondrous Item,"Yes-Warlock, Wizard",,GSB,,,,,,,,,,,,,,,,,,,,,
Nightmare Flask,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Nightstalker's Mask,Wondrous Item,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Orelia's Tome of Beast Familiars,Wondrous Item,Yes-Wizard,,GSB,,,,,,,,,,,,,,,,,,,,,
Pack Leader Helm,Wondrous Item,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Pack of Revisibility Bombs,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Pact Card,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Peacock's Vanity,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Pearl of Wisdom Quiver,Wondrous Item,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Periapt of Reflection,Wondrous Item,Yes,,GSB,,,,,,,,,,,,,,,,,,,,,
Phoenix Fan,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Pitcher of Wisdom,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Plaguebane Mask,Wondrous Item,No,,GSB,,,,,,,,,,,,,,,,,,,,,
Polaris Magistrate Codex,Wondrous Item,Yes-Lawful Aligned,,GSB,,,,,,,,,,,,,,,,,,,,,
